y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
sadness,worry,sadness,worry
worry,worry,sadness,sadness
worry,neutral,neutral,love
neutral,worry,happiness,worry
neutral,neutral,neutral,neutral
happiness,worry,neutral,worry
sadness,worry,worry,worry
happiness,love,fun,love
happiness,neutral,happiness,fun
neutral,neutral,neutral,neutral
love,worry,love,fun
worry,neutral,enthusiasm,neutral
neutral,worry,worry,fun
worry,neutral,worry,fun
worry,worry,neutral,worry
worry,neutral,worry,neutral
relief,neutral,love,worry
worry,neutral,worry,happiness
neutral,neutral,neutral,happiness
worry,neutral,sadness,empty
happiness,neutral,love,relief
neutral,worry,neutral,relief
worry,neutral,sadness,happiness
neutral,sadness,worry,sadness
worry,love,anger,love
love,neutral,love,enthusiasm
neutral,happiness,neutral,love
neutral,neutral,neutral,happiness
neutral,worry,worry,fun
worry,worry,neutral,sadness
happiness,neutral,empty,surprise
neutral,sadness,neutral,sadness
worry,neutral,empty,worry
neutral,happiness,happiness,happiness
neutral,neutral,neutral,happiness
neutral,neutral,relief,surprise
worry,worry,worry,happiness
love,neutral,sadness,worry
worry,neutral,neutral,relief
worry,happiness,sadness,neutral
love,neutral,happiness,empty
neutral,neutral,neutral,surprise
sadness,happiness,worry,worry
worry,worry,worry,fun
happiness,neutral,happiness,neutral
neutral,neutral,neutral,surprise
happiness,neutral,happiness,neutral
happiness,worry,surprise,sadness
happiness,neutral,love,neutral
neutral,neutral,worry,worry
neutral,neutral,neutral,happiness
neutral,neutral,relief,surprise
neutral,love,love,happiness
worry,neutral,sadness,worry
happiness,neutral,happiness,happiness
happiness,neutral,fun,love
worry,neutral,neutral,love
worry,worry,worry,happiness
happiness,neutral,love,neutral
worry,neutral,worry,worry
worry,neutral,fun,surprise
worry,worry,worry,sadness
neutral,neutral,neutral,empty
sadness,neutral,sadness,fun
neutral,worry,enthusiasm,sadness
worry,worry,worry,worry
worry,neutral,sadness,neutral
neutral,neutral,worry,neutral
sadness,worry,worry,worry
worry,worry,sadness,worry
worry,neutral,neutral,relief
worry,neutral,neutral,neutral
happiness,neutral,love,love
neutral,neutral,hate,neutral
worry,neutral,worry,neutral
worry,worry,worry,love
neutral,neutral,happiness,happiness
worry,worry,sadness,happiness
sadness,love,sadness,worry
worry,worry,relief,neutral
worry,worry,relief,worry
happiness,worry,love,hate
worry,worry,worry,worry
sadness,neutral,sadness,surprise
worry,worry,neutral,surprise
neutral,worry,neutral,happiness
happiness,worry,love,worry
worry,happiness,neutral,neutral
happiness,worry,love,worry
neutral,worry,fun,worry
neutral,worry,neutral,sadness
neutral,worry,neutral,neutral
worry,neutral,worry,neutral
worry,neutral,happiness,neutral
happiness,worry,neutral,empty
worry,neutral,worry,happiness
worry,neutral,worry,neutral
neutral,worry,happiness,empty
happiness,worry,love,neutral
neutral,worry,neutral,worry
neutral,worry,neutral,neutral
worry,neutral,sadness,worry
happiness,sadness,happiness,worry
neutral,worry,neutral,worry
worry,neutral,neutral,happiness
worry,worry,fun,happiness
neutral,neutral,neutral,empty
neutral,neutral,love,happiness
worry,neutral,sadness,surprise
neutral,neutral,neutral,enthusiasm
neutral,worry,love,worry
happiness,worry,happiness,sadness
worry,neutral,worry,surprise
happiness,happiness,happiness,worry
love,worry,sadness,happiness
sadness,neutral,hate,happiness
sadness,neutral,sadness,surprise
worry,neutral,sadness,worry
happiness,worry,happiness,fun
neutral,neutral,love,happiness
love,neutral,love,worry
neutral,neutral,neutral,neutral
neutral,love,hate,happiness
happiness,happiness,love,relief
worry,neutral,hate,enthusiasm
neutral,worry,neutral,happiness
happiness,worry,happiness,sadness
happiness,neutral,happiness,surprise
neutral,neutral,love,sadness
happiness,happiness,happiness,worry
worry,worry,neutral,enthusiasm
worry,neutral,sadness,worry
neutral,worry,sadness,worry
happiness,worry,happiness,neutral
worry,love,neutral,fun
worry,neutral,worry,fun
love,worry,fun,sadness
neutral,worry,neutral,sadness
hate,worry,worry,worry
neutral,neutral,happiness,neutral
happiness,neutral,fun,happiness
sadness,neutral,worry,worry
hate,neutral,love,happiness
neutral,worry,happiness,worry
worry,neutral,neutral,fun
worry,neutral,neutral,relief
neutral,worry,enthusiasm,worry
worry,neutral,surprise,happiness
neutral,neutral,neutral,enthusiasm
sadness,sadness,neutral,sadness
love,worry,love,relief
worry,neutral,happiness,happiness
relief,neutral,happiness,neutral
worry,worry,hate,happiness
happiness,neutral,neutral,fun
neutral,happiness,hate,happiness
neutral,neutral,worry,sadness
happiness,happiness,neutral,happiness
neutral,neutral,surprise,neutral
worry,worry,sadness,surprise
neutral,worry,empty,worry
worry,worry,worry,relief
hate,worry,sadness,love
worry,neutral,sadness,neutral
worry,happiness,happiness,neutral
neutral,worry,relief,sadness
love,worry,worry,worry
neutral,neutral,love,neutral
happiness,worry,neutral,hate
worry,worry,sadness,sadness
worry,worry,neutral,sadness
happiness,neutral,worry,love
happiness,worry,love,sadness
worry,neutral,worry,neutral
neutral,happiness,neutral,worry
happiness,neutral,sadness,worry
neutral,neutral,worry,neutral
neutral,neutral,neutral,worry
worry,worry,worry,happiness
neutral,worry,happiness,worry
worry,neutral,sadness,happiness
happiness,neutral,relief,worry
neutral,neutral,relief,enthusiasm
worry,worry,neutral,worry
worry,worry,surprise,worry
worry,neutral,neutral,worry
sadness,neutral,neutral,hate
worry,happiness,sadness,happiness
neutral,neutral,neutral,worry
neutral,neutral,enthusiasm,worry
worry,happiness,sadness,fun
worry,neutral,neutral,surprise
worry,neutral,neutral,surprise
worry,neutral,surprise,sadness
worry,neutral,sadness,neutral
worry,neutral,happiness,neutral
neutral,worry,hate,neutral
neutral,neutral,surprise,love
worry,happiness,worry,surprise
worry,worry,worry,happiness
love,neutral,love,relief
neutral,happiness,love,happiness
worry,love,hate,surprise
neutral,love,fun,love
worry,worry,worry,worry
worry,neutral,sadness,happiness
neutral,worry,sadness,sadness
surprise,neutral,love,worry
worry,neutral,sadness,neutral
worry,happiness,neutral,happiness
love,happiness,love,happiness
neutral,worry,worry,worry
neutral,neutral,neutral,sadness
neutral,worry,neutral,worry
worry,happiness,surprise,love
sadness,worry,sadness,sadness
neutral,worry,love,hate
love,worry,love,fun
worry,neutral,worry,worry
worry,neutral,happiness,happiness
worry,neutral,neutral,surprise
sadness,neutral,happiness,neutral
worry,neutral,neutral,happiness
neutral,worry,worry,fun
happiness,worry,happiness,sadness
worry,worry,worry,worry
happiness,worry,sadness,worry
happiness,happiness,love,fun
happiness,sadness,love,hate
neutral,neutral,neutral,sadness
sadness,neutral,sadness,neutral
neutral,worry,neutral,fun
neutral,worry,neutral,neutral
worry,neutral,worry,worry
sadness,worry,surprise,worry
neutral,worry,empty,worry
sadness,sadness,fun,sadness
worry,neutral,worry,neutral
worry,worry,hate,sadness
love,worry,neutral,worry
love,neutral,neutral,neutral
worry,worry,hate,happiness
neutral,worry,empty,neutral
neutral,love,neutral,love
worry,neutral,worry,surprise
happiness,worry,fun,worry
worry,neutral,worry,empty
neutral,happiness,neutral,happiness
happiness,happiness,happiness,love
worry,worry,worry,worry
neutral,worry,happiness,worry
neutral,worry,neutral,surprise
worry,neutral,sadness,worry
neutral,neutral,sadness,neutral
neutral,worry,worry,worry
worry,love,worry,love
neutral,neutral,neutral,happiness
neutral,happiness,neutral,happiness
neutral,neutral,worry,happiness
happiness,neutral,happiness,hate
neutral,worry,sadness,neutral
sadness,neutral,neutral,neutral
sadness,happiness,sadness,sadness
neutral,worry,neutral,worry
love,neutral,happiness,worry
neutral,worry,relief,happiness
neutral,worry,relief,happiness
happiness,sadness,happiness,relief
sadness,neutral,sadness,neutral
neutral,neutral,worry,neutral
worry,love,surprise,happiness
worry,neutral,love,worry
love,neutral,love,worry
worry,worry,worry,sadness
neutral,worry,neutral,happiness
worry,worry,hate,sadness
happiness,worry,neutral,neutral
worry,worry,neutral,worry
worry,neutral,surprise,love
neutral,neutral,surprise,surprise
happiness,worry,happiness,worry
love,neutral,love,neutral
worry,neutral,neutral,relief
happiness,worry,happiness,love
neutral,worry,worry,sadness
worry,worry,neutral,hate
happiness,neutral,neutral,hate
happiness,happiness,neutral,happiness
happiness,worry,neutral,love
worry,neutral,sadness,worry
worry,worry,relief,sadness
love,neutral,worry,happiness
sadness,neutral,worry,love
worry,neutral,worry,worry
sadness,worry,sadness,neutral
sadness,worry,sadness,neutral
neutral,worry,neutral,neutral
worry,neutral,worry,sadness
happiness,neutral,neutral,sadness
worry,worry,surprise,love
neutral,happiness,neutral,fun
happiness,worry,neutral,worry
worry,worry,worry,neutral
sadness,happiness,sadness,relief
neutral,neutral,neutral,worry
sadness,worry,neutral,sadness
worry,neutral,sadness,relief
neutral,happiness,neutral,surprise
neutral,worry,neutral,happiness
neutral,neutral,happiness,enthusiasm
worry,sadness,sadness,sadness
neutral,neutral,worry,worry
neutral,worry,happiness,sadness
neutral,happiness,fun,happiness
neutral,worry,sadness,worry
neutral,worry,relief,neutral
love,neutral,surprise,worry
neutral,neutral,happiness,happiness
neutral,love,surprise,happiness
worry,neutral,neutral,neutral
worry,neutral,worry,relief
neutral,worry,neutral,enthusiasm
neutral,neutral,happiness,worry
worry,worry,relief,relief
worry,worry,worry,hate
neutral,worry,neutral,worry
neutral,neutral,enthusiasm,neutral
worry,happiness,happiness,love
worry,happiness,relief,worry
neutral,worry,neutral,love
worry,neutral,relief,love
neutral,worry,hate,enthusiasm
happiness,neutral,love,happiness
worry,worry,empty,surprise
sadness,happiness,happiness,love
neutral,neutral,neutral,sadness
worry,neutral,sadness,surprise
worry,happiness,anger,happiness
neutral,neutral,happiness,neutral
neutral,love,happiness,happiness
love,neutral,love,neutral
love,worry,worry,empty
love,happiness,love,love
happiness,worry,happiness,surprise
worry,worry,surprise,neutral
neutral,worry,love,sadness
happiness,neutral,happiness,worry
happiness,worry,empty,worry
neutral,neutral,neutral,love
happiness,happiness,fun,happiness
neutral,worry,happiness,hate
neutral,happiness,happiness,worry
worry,neutral,neutral,surprise
neutral,neutral,relief,happiness
worry,happiness,sadness,neutral
love,love,fun,love
neutral,neutral,neutral,hate
neutral,love,worry,love
neutral,neutral,happiness,happiness
worry,happiness,sadness,happiness
happiness,neutral,worry,love
neutral,neutral,surprise,love
neutral,happiness,neutral,happiness
happiness,sadness,happiness,sadness
love,worry,love,sadness
happiness,sadness,surprise,sadness
neutral,worry,fun,sadness
neutral,neutral,neutral,neutral
love,neutral,love,neutral
neutral,worry,neutral,love
neutral,worry,worry,worry
neutral,neutral,neutral,sadness
happiness,worry,worry,neutral
worry,neutral,sadness,happiness
worry,neutral,love,happiness
happiness,neutral,relief,neutral
happiness,neutral,relief,neutral
neutral,sadness,worry,worry
worry,worry,worry,neutral
neutral,worry,worry,worry
love,neutral,neutral,love
neutral,neutral,worry,fun
happiness,love,happiness,happiness
worry,neutral,empty,neutral
neutral,neutral,neutral,neutral
happiness,worry,hate,worry
worry,worry,fun,worry
worry,worry,neutral,neutral
worry,worry,happiness,love
neutral,worry,worry,sadness
worry,happiness,worry,happiness
neutral,happiness,hate,hate
worry,worry,empty,fun
neutral,worry,worry,happiness
neutral,neutral,worry,neutral
neutral,worry,surprise,surprise
worry,worry,sadness,worry
worry,worry,love,sadness
neutral,neutral,happiness,neutral
worry,happiness,worry,happiness
happiness,happiness,happiness,happiness
worry,worry,surprise,worry
neutral,neutral,happiness,hate
sadness,worry,sadness,worry
worry,neutral,worry,worry
happiness,neutral,love,worry
worry,neutral,worry,worry
happiness,neutral,happiness,happiness
neutral,neutral,worry,sadness
neutral,worry,surprise,worry
neutral,worry,neutral,surprise
sadness,worry,worry,neutral
worry,happiness,worry,love
worry,worry,neutral,neutral
neutral,worry,worry,fun
happiness,neutral,neutral,love
worry,worry,happiness,worry
neutral,neutral,worry,love
happiness,worry,relief,empty
worry,neutral,worry,neutral
happiness,love,happiness,love
worry,neutral,love,enthusiasm
neutral,worry,neutral,surprise
worry,worry,neutral,sadness
neutral,sadness,empty,happiness
love,sadness,love,sadness
worry,worry,neutral,love
happiness,neutral,happiness,neutral
neutral,love,sadness,love
love,happiness,love,happiness
worry,neutral,hate,neutral
happiness,worry,hate,sadness
sadness,worry,hate,happiness
neutral,love,neutral,happiness
worry,worry,neutral,hate
worry,worry,worry,sadness
happiness,neutral,sadness,neutral
neutral,neutral,worry,neutral
worry,neutral,sadness,surprise
sadness,neutral,love,worry
neutral,happiness,surprise,neutral
worry,hate,surprise,neutral
worry,neutral,neutral,happiness
worry,neutral,neutral,happiness
neutral,neutral,empty,sadness
worry,neutral,neutral,sadness
worry,worry,relief,empty
neutral,love,neutral,love
neutral,neutral,surprise,neutral
neutral,neutral,happiness,love
worry,worry,worry,sadness
neutral,neutral,relief,happiness
worry,worry,sadness,relief
worry,neutral,surprise,fun
happiness,neutral,happiness,love
neutral,neutral,happiness,worry
neutral,sadness,surprise,neutral
neutral,happiness,empty,happiness
happiness,worry,neutral,sadness
happiness,neutral,neutral,fun
worry,neutral,relief,happiness
neutral,worry,love,hate
neutral,worry,worry,neutral
neutral,worry,worry,fun
neutral,neutral,surprise,hate
neutral,neutral,love,neutral
happiness,neutral,happiness,neutral
neutral,neutral,worry,happiness
worry,neutral,sadness,neutral
neutral,worry,worry,sadness
love,neutral,sadness,worry
worry,neutral,fun,happiness
happiness,worry,surprise,neutral
worry,worry,worry,worry
worry,neutral,worry,empty
neutral,worry,love,sadness
love,neutral,happiness,neutral
happiness,neutral,enthusiasm,neutral
neutral,worry,love,relief
neutral,worry,happiness,worry
worry,worry,worry,love
happiness,happiness,happiness,fun
worry,love,worry,worry
happiness,love,fun,love
worry,happiness,sadness,love
neutral,worry,happiness,hate
neutral,neutral,neutral,worry
worry,worry,worry,happiness
love,neutral,happiness,neutral
worry,worry,love,sadness
worry,neutral,worry,neutral
neutral,worry,neutral,surprise
happiness,worry,enthusiasm,neutral
neutral,neutral,enthusiasm,neutral
sadness,love,worry,love
worry,worry,neutral,worry
neutral,worry,enthusiasm,sadness
neutral,worry,enthusiasm,worry
love,neutral,worry,neutral
worry,worry,worry,happiness
neutral,worry,happiness,fun
happiness,neutral,neutral,worry
worry,neutral,sadness,fun
worry,love,neutral,happiness
worry,worry,worry,worry
worry,worry,worry,hate
neutral,neutral,happiness,neutral
worry,happiness,surprise,happiness
neutral,worry,worry,surprise
happiness,worry,happiness,enthusiasm
worry,worry,neutral,worry
worry,worry,neutral,worry
worry,worry,empty,surprise
neutral,love,worry,fun
neutral,neutral,neutral,worry
happiness,neutral,surprise,enthusiasm
neutral,neutral,neutral,worry
worry,worry,surprise,surprise
neutral,neutral,neutral,sadness
worry,neutral,worry,neutral
worry,worry,worry,sadness
happiness,worry,fun,worry
sadness,neutral,happiness,happiness
sadness,neutral,sadness,neutral
worry,happiness,sadness,relief
love,neutral,love,sadness
love,worry,love,enthusiasm
worry,neutral,neutral,happiness
happiness,neutral,neutral,happiness
neutral,neutral,neutral,neutral
worry,neutral,neutral,worry
love,worry,surprise,sadness
neutral,worry,enthusiasm,love
worry,love,worry,love
neutral,worry,neutral,neutral
neutral,worry,worry,neutral
neutral,worry,worry,sadness
worry,sadness,love,neutral
neutral,neutral,surprise,surprise
neutral,happiness,empty,happiness
worry,neutral,neutral,love
hate,neutral,sadness,fun
worry,neutral,worry,happiness
happiness,worry,neutral,worry
worry,worry,worry,worry
neutral,neutral,love,worry
neutral,love,worry,happiness
happiness,sadness,relief,worry
neutral,neutral,happiness,relief
happiness,neutral,worry,worry
worry,happiness,sadness,happiness
neutral,worry,neutral,surprise
neutral,neutral,surprise,sadness
sadness,worry,fun,happiness
worry,worry,empty,relief
neutral,happiness,neutral,surprise
neutral,neutral,worry,love
neutral,worry,love,love
neutral,worry,empty,worry
neutral,worry,empty,neutral
love,neutral,love,worry
worry,neutral,worry,sadness
worry,worry,sadness,worry
neutral,sadness,neutral,worry
neutral,worry,love,sadness
neutral,worry,worry,sadness
neutral,worry,empty,enthusiasm
happiness,worry,happiness,surprise
surprise,neutral,surprise,sadness
neutral,happiness,sadness,love
happiness,neutral,fun,worry
worry,neutral,worry,love
neutral,neutral,empty,neutral
worry,love,worry,happiness
worry,worry,fun,happiness
happiness,worry,happiness,worry
worry,neutral,sadness,empty
worry,sadness,hate,empty
neutral,worry,relief,neutral
happiness,neutral,happiness,neutral
worry,worry,neutral,empty
surprise,worry,worry,worry
worry,neutral,worry,neutral
worry,neutral,worry,neutral
worry,neutral,worry,sadness
worry,neutral,hate,love
love,neutral,love,neutral
neutral,neutral,worry,hate
happiness,worry,happiness,love
sadness,worry,surprise,neutral
worry,happiness,sadness,love
sadness,happiness,boredom,neutral
worry,neutral,love,surprise
neutral,neutral,neutral,neutral
neutral,worry,neutral,neutral
neutral,worry,sadness,empty
neutral,love,happiness,love
love,worry,neutral,worry
neutral,neutral,neutral,happiness
neutral,worry,neutral,worry
worry,neutral,surprise,neutral
neutral,worry,fun,worry
neutral,worry,relief,surprise
worry,neutral,worry,sadness
love,worry,neutral,worry
neutral,neutral,neutral,happiness
happiness,worry,love,surprise
neutral,neutral,neutral,worry
worry,happiness,worry,neutral
worry,neutral,sadness,love
worry,neutral,worry,surprise
neutral,worry,fun,neutral
neutral,neutral,worry,neutral
happiness,neutral,love,neutral
neutral,worry,neutral,sadness
love,love,neutral,anger
love,neutral,love,worry
happiness,sadness,neutral,happiness
worry,happiness,worry,love
worry,worry,happiness,neutral
worry,neutral,neutral,surprise
worry,neutral,worry,sadness
neutral,neutral,relief,worry
worry,love,sadness,neutral
love,neutral,happiness,surprise
worry,worry,worry,neutral
sadness,neutral,neutral,worry
neutral,worry,neutral,sadness
love,happiness,love,neutral
worry,happiness,worry,neutral
worry,neutral,surprise,happiness
neutral,happiness,neutral,neutral
neutral,love,sadness,love
neutral,neutral,neutral,neutral
sadness,happiness,sadness,happiness
happiness,happiness,neutral,neutral
neutral,neutral,fun,neutral
worry,worry,worry,happiness
neutral,worry,love,empty
neutral,neutral,anger,fun
happiness,happiness,happiness,happiness
worry,neutral,love,neutral
worry,neutral,worry,worry
worry,neutral,surprise,neutral
neutral,neutral,neutral,neutral
love,neutral,empty,love
love,neutral,neutral,worry
happiness,neutral,relief,sadness
hate,worry,sadness,worry
worry,happiness,love,happiness
neutral,neutral,love,relief
worry,worry,worry,happiness
neutral,worry,worry,worry
happiness,worry,happiness,sadness
neutral,love,worry,love
worry,neutral,neutral,relief
happiness,neutral,neutral,happiness
worry,worry,worry,worry
worry,worry,neutral,sadness
neutral,worry,neutral,sadness
worry,worry,worry,neutral
worry,worry,love,worry
happiness,happiness,love,happiness
worry,happiness,worry,love
hate,hate,sadness,hate
neutral,worry,neutral,neutral
neutral,happiness,neutral,fun
neutral,worry,neutral,neutral
hate,neutral,sadness,sadness
happiness,neutral,love,enthusiasm
love,neutral,love,fun
neutral,worry,sadness,worry
neutral,neutral,love,fun
neutral,worry,neutral,sadness
worry,worry,worry,neutral
worry,worry,relief,worry
surprise,neutral,happiness,worry
neutral,happiness,neutral,love
worry,worry,worry,surprise
neutral,worry,happiness,sadness
happiness,neutral,happiness,worry
neutral,worry,neutral,worry
sadness,worry,sadness,worry
love,neutral,happiness,empty
neutral,worry,worry,worry
worry,neutral,sadness,neutral
neutral,neutral,neutral,neutral
neutral,neutral,sadness,worry
neutral,neutral,sadness,sadness
happiness,worry,happiness,neutral
neutral,love,neutral,neutral
neutral,neutral,neutral,sadness
neutral,neutral,neutral,worry
worry,neutral,empty,happiness
worry,neutral,worry,worry
neutral,worry,neutral,worry
neutral,neutral,happiness,neutral
worry,neutral,worry,happiness
neutral,worry,empty,relief
worry,worry,worry,neutral
neutral,worry,worry,hate
worry,neutral,worry,enthusiasm
neutral,neutral,empty,worry
worry,happiness,worry,neutral
neutral,worry,neutral,neutral
love,neutral,love,love
neutral,worry,happiness,happiness
neutral,happiness,worry,worry
neutral,love,happiness,fun
worry,worry,hate,love
happiness,happiness,love,surprise
neutral,worry,neutral,neutral
worry,worry,empty,worry
worry,sadness,neutral,sadness
neutral,love,neutral,relief
happiness,neutral,worry,sadness
worry,neutral,hate,neutral
worry,worry,worry,worry
neutral,love,worry,love
worry,worry,sadness,neutral
love,neutral,love,empty
neutral,happiness,empty,neutral
love,neutral,love,sadness
happiness,worry,neutral,happiness
worry,worry,worry,worry
worry,worry,empty,sadness
love,worry,love,worry
neutral,worry,neutral,anger
happiness,worry,happiness,worry
neutral,worry,sadness,fun
neutral,neutral,relief,love
neutral,worry,worry,worry
neutral,worry,neutral,surprise
neutral,worry,hate,hate
surprise,neutral,love,sadness
neutral,neutral,sadness,happiness
worry,neutral,sadness,happiness
happiness,neutral,happiness,happiness
happiness,worry,happiness,worry
worry,worry,sadness,sadness
neutral,neutral,relief,sadness
surprise,neutral,surprise,worry
neutral,happiness,neutral,happiness
happiness,neutral,love,enthusiasm
worry,neutral,anger,sadness
worry,neutral,worry,sadness
worry,neutral,worry,sadness
worry,worry,worry,neutral
worry,happiness,neutral,neutral
neutral,neutral,sadness,sadness
worry,neutral,surprise,relief
sadness,love,sadness,happiness
worry,worry,happiness,love
worry,worry,sadness,worry
neutral,happiness,neutral,happiness
happiness,neutral,happiness,sadness
neutral,neutral,neutral,love
neutral,worry,fun,worry
neutral,neutral,neutral,relief
worry,happiness,happiness,empty
neutral,neutral,worry,neutral
neutral,neutral,sadness,neutral
worry,neutral,neutral,hate
neutral,worry,neutral,worry
neutral,neutral,anger,sadness
neutral,worry,sadness,empty
neutral,neutral,relief,surprise
love,worry,love,worry
worry,worry,worry,sadness
happiness,happiness,neutral,love
neutral,worry,surprise,sadness
love,neutral,love,neutral
neutral,worry,love,worry
worry,worry,neutral,surprise
worry,worry,neutral,happiness
neutral,sadness,neutral,worry
happiness,worry,love,hate
neutral,sadness,fun,surprise
worry,worry,worry,hate
worry,neutral,relief,happiness
worry,worry,love,hate
neutral,worry,worry,neutral
love,neutral,love,hate
sadness,sadness,sadness,worry
neutral,neutral,worry,worry
sadness,worry,sadness,worry
worry,neutral,worry,relief
neutral,neutral,sadness,neutral
neutral,worry,worry,sadness
neutral,neutral,love,sadness
neutral,sadness,neutral,sadness
happiness,worry,relief,happiness
love,neutral,love,fun
neutral,neutral,worry,neutral
neutral,worry,neutral,fun
worry,worry,worry,hate
happiness,worry,love,worry
happiness,neutral,happiness,sadness
sadness,neutral,sadness,neutral
worry,neutral,worry,happiness
sadness,neutral,surprise,boredom
neutral,neutral,neutral,surprise
worry,love,sadness,love
happiness,worry,neutral,worry
neutral,happiness,sadness,happiness
neutral,neutral,neutral,happiness
happiness,neutral,happiness,love
worry,love,worry,love
neutral,worry,worry,surprise
love,worry,fun,enthusiasm
worry,worry,sadness,neutral
worry,neutral,relief,happiness
worry,sadness,sadness,neutral
neutral,neutral,worry,sadness
neutral,neutral,neutral,worry
neutral,neutral,sadness,relief
worry,worry,worry,worry
worry,love,surprise,love
neutral,worry,neutral,sadness
neutral,neutral,worry,neutral
love,worry,worry,sadness
neutral,neutral,neutral,neutral
neutral,love,neutral,love
worry,happiness,empty,happiness
neutral,worry,fun,worry
happiness,neutral,love,neutral
worry,worry,sadness,happiness
happiness,neutral,happiness,worry
worry,love,neutral,neutral
love,love,fun,love
worry,worry,worry,fun
worry,worry,relief,worry
neutral,neutral,sadness,love
love,neutral,surprise,neutral
worry,worry,love,sadness
happiness,worry,surprise,love
relief,worry,neutral,worry
neutral,happiness,worry,love
happiness,neutral,love,empty
neutral,worry,fun,love
worry,worry,worry,happiness
happiness,worry,love,surprise
neutral,neutral,worry,happiness
neutral,happiness,neutral,love
worry,worry,worry,worry
neutral,neutral,worry,sadness
worry,neutral,worry,hate
worry,worry,worry,worry
happiness,neutral,happiness,sadness
love,worry,surprise,sadness
neutral,neutral,sadness,fun
fun,happiness,happiness,happiness
neutral,neutral,neutral,neutral
neutral,neutral,enthusiasm,surprise
neutral,love,neutral,love
worry,happiness,worry,love
neutral,worry,neutral,happiness
worry,worry,love,relief
neutral,worry,surprise,sadness
worry,neutral,worry,neutral
sadness,worry,sadness,surprise
love,neutral,love,worry
worry,neutral,neutral,worry
sadness,worry,sadness,love
neutral,worry,neutral,fun
worry,neutral,sadness,worry
neutral,neutral,neutral,neutral
neutral,neutral,worry,enthusiasm
worry,neutral,worry,worry
worry,neutral,fun,happiness
worry,neutral,happiness,neutral
happiness,worry,happiness,worry
neutral,worry,neutral,worry
worry,love,fun,love
worry,worry,happiness,worry
neutral,happiness,love,sadness
worry,worry,neutral,surprise
happiness,worry,happiness,sadness
happiness,happiness,love,relief
worry,worry,worry,worry
happiness,worry,worry,happiness
sadness,worry,sadness,neutral
worry,worry,worry,worry
happiness,worry,neutral,happiness
neutral,neutral,worry,worry
sadness,worry,relief,worry
worry,worry,sadness,fun
happiness,neutral,happiness,surprise
worry,worry,happiness,worry
neutral,neutral,sadness,empty
neutral,happiness,hate,love
worry,love,neutral,love
neutral,worry,relief,hate
neutral,neutral,neutral,neutral
neutral,neutral,neutral,love
sadness,worry,happiness,worry
hate,neutral,enthusiasm,surprise
sadness,worry,sadness,sadness
neutral,worry,neutral,worry
neutral,neutral,neutral,sadness
worry,love,sadness,happiness
worry,sadness,surprise,fun
happiness,neutral,relief,happiness
neutral,neutral,fun,neutral
happiness,worry,relief,sadness
sadness,neutral,sadness,worry
worry,happiness,empty,worry
worry,neutral,happiness,happiness
love,neutral,love,worry
happiness,happiness,fun,worry
happiness,worry,neutral,sadness
neutral,neutral,neutral,neutral
worry,worry,worry,sadness
neutral,worry,neutral,neutral
happiness,sadness,love,worry
neutral,neutral,worry,worry
love,worry,love,empty
worry,neutral,empty,sadness
happiness,worry,worry,fun
worry,worry,happiness,worry
neutral,neutral,surprise,worry
worry,worry,worry,happiness
worry,neutral,worry,worry
happiness,neutral,happiness,neutral
worry,happiness,fun,fun
neutral,neutral,happiness,surprise
happiness,neutral,love,neutral
worry,love,worry,happiness
worry,neutral,worry,empty
love,worry,happiness,sadness
worry,neutral,relief,worry
worry,neutral,sadness,fun
love,neutral,love,enthusiasm
worry,worry,worry,worry
neutral,happiness,happiness,fun
neutral,neutral,sadness,hate
happiness,love,neutral,worry
neutral,neutral,worry,neutral
worry,neutral,sadness,neutral
worry,worry,sadness,neutral
neutral,happiness,relief,enthusiasm
sadness,happiness,neutral,love
neutral,neutral,fun,neutral
happiness,neutral,happiness,neutral
worry,happiness,happiness,happiness
worry,happiness,sadness,happiness
neutral,worry,enthusiasm,worry
happiness,neutral,neutral,surprise
neutral,worry,enthusiasm,sadness
neutral,neutral,worry,neutral
neutral,neutral,neutral,love
neutral,worry,neutral,worry
neutral,worry,neutral,surprise
neutral,worry,love,boredom
neutral,worry,fun,fun
happiness,sadness,sadness,worry
worry,worry,surprise,love
neutral,worry,surprise,sadness
neutral,neutral,happiness,neutral
worry,love,sadness,love
sadness,happiness,happiness,fun
worry,worry,fun,surprise
happiness,neutral,happiness,neutral
neutral,happiness,sadness,happiness
worry,worry,sadness,worry
happiness,neutral,surprise,relief
love,neutral,love,surprise
neutral,neutral,sadness,love
neutral,worry,happiness,sadness
neutral,worry,neutral,worry
love,worry,love,happiness
love,worry,neutral,neutral
sadness,neutral,worry,worry
love,worry,love,sadness
worry,neutral,happiness,love
neutral,neutral,relief,worry
worry,worry,worry,worry
worry,happiness,sadness,happiness
neutral,neutral,happiness,worry
worry,neutral,worry,neutral
love,love,happiness,love
neutral,happiness,neutral,neutral
neutral,worry,worry,worry
worry,neutral,happiness,worry
sadness,worry,hate,relief
worry,worry,happiness,sadness
neutral,neutral,worry,neutral
neutral,neutral,neutral,surprise
worry,worry,relief,worry
worry,neutral,worry,happiness
neutral,worry,relief,neutral
hate,worry,worry,neutral
worry,worry,neutral,enthusiasm
happiness,neutral,happiness,relief
neutral,happiness,neutral,relief
happiness,worry,relief,love
